Bank-leitzahl;Bezeichnung;PLZ;Ort;BIC
20030000;UniCredit Bank - HypoVereinsbank;24340;Eckernförde;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24211;Preetz;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;23701;Eutin;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24534;Neumünster;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24576;Bad Bramstedt;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24837;Schleswig;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24376;Kappeln;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25813;Husum;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25836;Garding;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25899;Niebüll;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25832;Tönning;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25980;Sylt;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25938;Wyk auf Föhr;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25746;Heide;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25541;Brunsbüttel;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25761;Büsum;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25709;Marne;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25764;Wesselburen;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25335;Elmshorn;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25524;Itzehoe;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25554;Wilster;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;23552;Lübeck;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;21335;Lüneburg;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;27474;Cuxhaven;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;30159;Hannover;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;38100;Braunschweig;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25826;Sankt Peter-Ording;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24937;Flensburg;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24768;Rendsburg;HYVEDEMM300
20030133;Varengold Bank;22767;Hamburg;VGAGDEHHXXX
20030300;DONNER & REUSCHEL;20095;Hamburg;CHDBDEHHXXX
20030400;Marcard, Stein & Co Bankiers;20095;Hamburg;MCRDDEHHXXX
20030600;Sydbank Fil Hamburg;20459;Hamburg;SYBKDE22HAM
20030700;Merck Finck Privatbankiers;20312;Hamburg;MEFIDEMM200
20040000;Commerzbank;20454;Hamburg;COBADEHHXXX
20040005;Commerzbank, Filiale Hamburg 2;20454;Hamburg;COBADEHHXXX
20040020;Commerzbank, CC SP;20349;Hamburg;COBADEFFXXX
20040040;Commerzbank GF RME;20454;Hamburg;COBADEFFXXX
20040048;Commerzbank GF-H48;20454;Hamburg;COBADEFFXXX
20040050;Commerzbank GF COC;20457;Hamburg;COBADEFFXXX
20040060;Commerzbank Gf 260;20454;Hamburg;COBADEFFXXX
20040061;Commerzbank Gf 261;20454;Hamburg;COBADEFFXXX
20040062;Commerzbank CC;20457;Hamburg;COBADEFFXXX
20040063;Commerzbank CC;20457;Hamburg;COBADEFFXXX
20041111;comdirect bank;25449;Quickborn;COBADEHDXXX
20041133;comdirect bank;25449;Quickborn;COBADEHD001
20041144;comdirect bank;25449;Quickborn;COBADEHD044
20041155;comdirect bank;25449;Quickborn;COBADEHD055
20041166;comdirect bank;25449;Quickborn;COBADEHD066
20041177;comdirect bank;25449;Quickborn;COBADEHD077
20041188;comdirect bank;25449;Quickborn;COBADEHD088
20041199;comdirect bank;25449;Quickborn;COBADEHD099
20050000;Hamburg Commercial Bank, ehemals HSH Nordbank Hamburg;20095;Hamburg;HSHNDEHHXXX
20050550;Hamburger Sparkasse;20454;Hamburg;HASPDEHHXXX
20060000;DZ BANK;20045;Hamburg;GENODEFF200
20069111;Norderstedter Bank -alt-;22827;Norderstedt;GENODEF1NDR
20069125;Kaltenkirchener Bank;24568;Kaltenkirchen;GENODEF1KLK
20069130;Raiffeisenbank -alt-;24571;Bad Bramstedt;GENODEF1BBR
20069144;Raiffeisenbank;25371;Seestermühe;GENODEF1SST
20069177;Raiffeisenbank Südstormarn Mölln;23879;Mölln;GENODEF1GRS
20069232;Raiffeisenbank;24643;Struvenhütten;GENODEF1STV
20069641;Raiffeisenbank Owschlag;24811;Owschlag;GENODEF1OWS
20069780;Volksbank Ahlerstedt;21702;Ahlerstedt;GENODEF1AST
20069782;Volksbank Geest;21641;Apensen;GENODEF1APE
20069786;Volksbank Kehdingen Zndl. der Ostfriesischen Volksbank;21703;Drochtersen;GENODEF1DRO
20069800;Spar- und Kreditbank;21714;Hammah;GENODEF1HAA
20069812;Volksbank Fredenbeck;21717;Fredenbeck;GENODEF1FRB
20069815;Volksbank;21724;Oldendorf;GENODEF1815
20069861;Raiffeisenbank;23909;Ratzeburg;GENODEF1RRZ
20069882;Raiffeisenbank Travemünde -alt-;23570;Lübeck;GENODEF1RLT
20069965;Volksbank Winsener Marsch;21436;Marschacht;GENODEF1WIM
20069989;Volksbank Wulfsen;21445;Wulfsen;GENODEF1WUL
20070000;Deutsche Bank;20079;Hamburg;DEUTDEHHXXX
20070000;Deutsche Bank;21494;Geesthacht;DEUTDEHH205
20070000;Deutsche Bank;22824;Norderstedt;DEUTDEHH202
20070000;Deutsche Bank;21233;Buchholz in der Nordheide;DEUTDEHH207
20070000;Deutsche Bank;25541;Brunsbüttel;DEUTDEHH219
20070000;Deutsche Bank;25302;Elmshorn;DEUTDEHH221
20070000;Deutsche Bank;27452;Cuxhaven;DEUTDEHH241
20070000;Deutsche Bank;22904;Ahrensburg;DEUTDEHH201
20070000;Deutsche Bank;25524;Itzehoe;DEUTDEHH200
20070000;Deutsche Bank;21470;Lauenburg;DEUTDEHH203
20070000;Deutsche Bank;21682;Stade;DEUTDEHH209
20070000;Deutsche Bank;25403;Pinneberg;DEUTDEHH206
20070000;Deutsche Bank;22871;Wedel;DEUTDEHH204
20070000;Deutsche Bank;21602;Buxtehude;DEUTDEHH211
20070000;Deutsche Bank;21451;Reinbek;DEUTDEHH213
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);20079;Hamburg;DEUTDEDBHAM
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);22904;Ahrensburg;DEUTDEDB201
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);25541;Brunsbüttel;DEUTDEDB219
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);21233;Buchholz in der Nordheide;DEUTDEDB207
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);21602;Buxtehude;DEUTDEDB211
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);27452;Cuxhaven;DEUTDEDB241
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);25302;Elmshorn;DEUTDEDB221
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);21494;Geesthacht;DEUTDEDB205
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);25524;Itzehoe;DEUTDEDB200
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);21470;Lauenburg;DEUTDEDB203
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);22824;Norderstedt;DEUTDEDB202
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);25403;Pinneberg;DEUTDEDB206
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);21451;Reinbek;DEUTDEDB213
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);21682;Stade;DEUTDEDB209
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);22871;Wedel;DEUTDEDB204
20080000;Commerzbank vormals Dresdner Bank;20349;Hamburg;DRESDEFF200
20080055;Commerzbank vormals Dresdner Bank Zw 55;20349;Hamburg;DRESDEFF207
20080057;Commerzbank vormals Dresdner Bank Gf ZW 57;20349;Hamburg;DRESDEFF208
20080085;Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 2;20349;Hamburg;DRESDEFFI56
20080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3;20349;Hamburg;DRESDEFFI63
20080087;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4;20349;Hamburg;DRESDEFFI64
20080088;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5;20349;Hamburg;DRESDEFFI74
20080089;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6;20349;Hamburg;DRESDEFFI75
20080091;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7;20349;Hamburg;DRESDEFFJ33
20080092;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8;20349;Hamburg;DRESDEFFJ34
20080093;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9;20349;Hamburg;DRESDEFFJ35
20080094;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10;20349;Hamburg;DRESDEFFJ36
20080095;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11;20349;Hamburg;DRESDEFFJ37
20089200;Commerzbank vormals Dresdner Bank ITGK;20349;Hamburg;DRESDEFFI06
20090400;DZ HYP;20095;Hamburg;DGHYDEH1XXX
20090500;Augsburger Aktienbank (netbank);86150;Augsburg;AUGBDE71NET
20090602;apoBank;20009;Hamburg;DAAEDED1002
20090700;Edekabank;22297;Hamburg;EDEKDEHHXXX
20090745;EBANK Gf Cash;22297;Hamburg;EDEKDEHHXXX
20090900;PSD Bank Nord;22013;Hamburg;GENODEF1P08
20110022;Postbank Ndl der DB Privat- und Firmenkundenbank;22283;Hamburg;PBNKDEFFXXX
20110700;MUFG Bank (Europe) Germany Branch;40040;Düsseldorf;BOTKDEH1XXX
20110800;Bank of China Fil Hamburg;20095;Hamburg;BKCHDEFFHMB
20120000;Joh. Berenberg, Gossler & Co;20354;Hamburg;BEGODEHHXXX
20120100;M.M. Warburg & CO;20095;Hamburg;WBWCDEHHXXX
20120200;BHF-BANK;20095;Hamburg;BHFBDEFF200
20120400;start:bausparkasse;22756;Hamburg;DRBKDEH1XXX
20120520;Bank für Sozialwirtschaft;22297;Hamburg;BFSWDE33HAN
20120600;Goyer & Göppel;20354;Hamburg;GOGODEH1XXX
20120700;Hanseatic Bank;22177;Hamburg;HSTBDEHHXXX
20130400;GRENKE BANK;76532;Baden-Baden;GREBDEH1XXX
20130600;Barclays Bank Ireland Hamburg Branch;22761;Hamburg;BARCDEHAXXX
20133300;Santander Consumer Bank;20095;Hamburg;SCFBDE33XXX
20190003;Hamburger Volksbank;20097;Hamburg;GENODEF1HH2
20190077;Hamburger Volksbank (Gf GAA);20097;Hamburg;GENODEF1HH2
20190109;Volksbank Raiffeisenbank;23843;Bad Oldesloe;GENODEF1HH4
20190206;Volksbank Hamburg Ost-West -alt-;20019;Hamburg;GENODEF1HH1
20190301;Vierländer Volksbank -alt-;21037;Hamburg;GENODEF1HH3
20190800;MKB Mittelstandskreditbank;22547;Hamburg;GENODEF1MKB
20210200;Bank Melli Iran;20421;Hamburg;MELIDEHHXXX
20210300;Bank Saderat Iran;20422;Hamburg;SIHRDEH1HAM
20220100;DNB Bank ASA - Filiale Deutschland;20354;Hamburg;DNBADEHXXXX
20220400;Warburg, M.M. - Hypothekenbank;20044;Hamburg;MMWHDEH1XXX
20220800;Banking Circle - German Branch;80333;München;SXPYDEHHXXX
20230300;Otto M. Schröder Bank;20355;Hamburg;OSCBDEH1XXX
20230600;Isbank Hamburg;20095;Hamburg;ISBKDEFXXXX
20230800;Max Heinr. Sutor;20433;Hamburg;MHSBDEHBXXX
20310300;Europäisch-Iranische Handelsbank;20095;Hamburg;EIHBDEHHXXX
20320500;Danske Bank;20010;Hamburg;DABADEHHXXX
20690500;Sparda-Bank Hamburg;22704;Hamburg;GENODEF1S11
20730001;UniCredit Bank - HVB Settlement EAC01;21050;Hamburg;HYVEDEMME01
20730002;UniCredit Bank - HVB Settlement EAC02;21050;Hamburg;HYVEDEMME02
20730003;UniCredit Bank - HVB Settlement EAC03;21050;Hamburg;HYVEDEMME03
20730004;UniCredit Bank - HVB Settlement EAC04;21050;Hamburg;HYVEDEMME04
20730005;UniCredit Bank - HVB Settlement EAC05;21050;Hamburg;HYVEDEMME05
20730006;UniCredit Bank - HVB Settlement EAC06;21050;Hamburg;HYVEDEMME06
20730007;UniCredit Bank - HVB Settlement EAC07;21050;Hamburg;HYVEDEMME07
20730008;UniCredit Bank - HVB Settlement EAC08;21050;Hamburg;HYVEDEMME08
20730009;UniCredit Bank - HVB Settlement EAC09;21050;Hamburg;HYVEDEMME09
20730010;UniCredit Bank - HVB Settlement EAC10;21050;Hamburg;HYVEDEMME10
20730011;UniCredit Bank - HVB Settlement EAC11;21050;Hamburg;HYVEDEMME11
20730012;UniCredit Bank - HVB Settlement EAC12;21050;Hamburg;HYVEDEMME12
20730013;UniCredit Bank - HVB Settlement EAC13;21050;Hamburg;HYVEDEMME13
20730014;UniCredit Bank - HVB Settlement EAC14;21050;Hamburg;HYVEDEMME14
20730015;UniCredit Bank - HVB Settlement EAC15;21050;Hamburg;HYVEDEMME15
20730016;UniCredit Bank - HVB Settlement EAC16;21050;Hamburg;HYVEDEMME16
20730017;UniCredit Bank - HVB Settlement EAC17;21050;Hamburg;HYVEDEMME17
20730018;UniCredit Bank - HVB Settlement EAC18;21050;Hamburg;HYVEDEMME18
20730019;UniCredit Bank - HVB Settlement EAC19;21050;Hamburg;HYVEDEMME19
20730020;UniCredit Bank - HVB Settlement EAC20;21050;Hamburg;HYVEDEMME20
20730021;UniCredit Bank - HVB Settlement EAC21;21050;Hamburg;HYVEDEMME21
20730022;UniCredit Bank - HVB Settlement EAC22;21050;Hamburg;HYVEDEMME22
20730023;UniCredit Bank - HVB Settlement EAC23;21050;Hamburg;HYVEDEMME23
20730024;UniCredit Bank - HVB Settlement EAC24;21050;Hamburg;HYVEDEMME24
20730025;UniCredit Bank - HVB Settlement EAC25;21050;Hamburg;HYVEDEMME25
20730026;UniCredit Bank - HVB Settlement EAC26;21050;Hamburg;HYVEDEMME26
20730027;UniCredit Bank - HVB Settlement EAC27;21050;Hamburg;HYVEDEMME27
20730028;UniCredit Bank - HVB Settlement EAC28;21050;Hamburg;HYVEDEMME28
20730029;UniCredit Bank - HVB Settlement EAC29;21050;Hamburg;HYVEDEMME29
20730030;UniCredit Bank - HVB Settlement EAC30;21050;Hamburg;HYVEDEMME30
20730031;UniCredit Bank - HVB Settlement EAC31;21050;Hamburg;HYVEDEMME31
20730032;UniCredit Bank - HVB Settlement EAC32;21050;Hamburg;HYVEDEMME32
20730033;UniCredit Bank - HVB Settlement EAC33;21050;Hamburg;HYVEDEMME33
20730034;UniCredit Bank - HVB Settlement EAC34;21050;Hamburg;HYVEDEMME34
20730035;UniCredit Bank - HVB Settlement EAC35;21050;Hamburg;HYVEDEMME35
20730036;UniCredit Bank - HVB Settlement EAC36;21050;Hamburg;HYVEDEMME36
20730037;UniCredit Bank - HVB Settlement EAC37;21050;Hamburg;HYVEDEMME37
20730038;UniCredit Bank - HVB Settlement EAC38;21050;Hamburg;HYVEDEMME38
20730039;UniCredit Bank - HVB Settlement EAC39;21050;Hamburg;HYVEDEMME39
20730040;UniCredit Bank - HVB Settlement EAC40;21050;Hamburg;HYVEDEMME40
20730041;UniCredit Bank - HVB Settlement EAC41;21050;Hamburg;HYVEDEMME41
20730042;UniCredit Bank - HVB Settlement EAC42;21050;Hamburg;HYVEDEMME42
20730043;UniCredit Bank - HVB Settlement EAC43;21050;Hamburg;HYVEDEMME43
20730044;UniCredit Bank - HVB Settlement EAC44;21050;Hamburg;HYVEDEMME44
20730045;UniCredit Bank - HVB Settlement EAC45;21050;Hamburg;HYVEDEMME45
20730046;UniCredit Bank - HVB Settlement EAC46;21050;Hamburg;HYVEDEMME46
20730047;UniCredit Bank - HVB Settlement EAC47;21050;Hamburg;HYVEDEMME47
20730048;UniCredit Bank - HVB Settlement EAC48;21050;Hamburg;HYVEDEMME48
20730049;UniCredit Bank - HVB Settlement EAC49;21050;Hamburg;HYVEDEMME49
20730050;UniCredit Bank - HVB Settlement EAC50;21050;Hamburg;HYVEDEMME50
20730052;UniCredit Bank - HVB Settlement EAC52;21050;Hamburg;HYVEDEMME52
20730055;UniCredit Bank - HVB Settlement EAC55;21050;Hamburg;HYVEDEMME55
20730056;UniCredit Bank - HVB Settlement EAC56;21050;Hamburg;HYVEDEMME56
20730057;UniCredit Bank - HVB Settlement EAC57;21050;Hamburg;HYVEDEMME57
20730058;UniCredit Bank - HVB Settlement EAC58;21050;Hamburg;HYVEDEMME58
20730059;UniCredit Bank - HVB Settlement EAC59;21050;Hamburg;HYVEDEMME59
20730060;UniCredit Bank - HVB Settlement EAC60;21050;Hamburg;HYVEDEMME60
20730061;UniCredit Bank - HVB Settlement EAC61;21050;Hamburg;HYVEDEMME61
20730062;UniCredit Bank - HVB Settlement EAC62;21050;Hamburg;HYVEDEMME62
20730063;UniCredit Bank - HVB Settlement EAC63;21050;Hamburg;HYVEDEMME63
20730064;UniCredit Bank - HVB Settlement EAC64;21050;Hamburg;HYVEDEMME64
20730065;UniCredit Bank - HVB Settlement EAC65;21050;Hamburg;HYVEDEMME65
20730066;UniCredit Bank - HVB Settlement EAC66;21050;Hamburg;HYVEDEMME66
20730067;UniCredit Bank - HVB Settlement EAC67;21050;Hamburg;HYVEDEMME67
20730068;UniCredit Bank - HVB Settlement EAC68;21050;Hamburg;HYVEDEMME68
20730069;UniCredit Bank - HVB Settlement EAC69;21050;Hamburg;HYVEDEMME69
20730070;UniCredit Bank - HVB Settlement EAC70;21050;Hamburg;HYVEDEMME70
20730071;UniCredit Bank - HVB Settlement EAC71;21050;Hamburg;HYVEDEMME71
20730072;UniCredit Bank - HVB Settlement EAC72;21050;Hamburg;HYVEDEMME72
20730073;UniCredit Bank - HVB Settlement EAC73;21050;Hamburg;HYVEDEMME73
20730074;UniCredit Bank - HVB Settlement EAC74;21050;Hamburg;HYVEDEMME74
20730075;UniCredit Bank - HVB Settlement EAC75;21050;Hamburg;HYVEDEMME75
20730076;UniCredit Bank - HVB Settlement EAC76;21050;Hamburg;HYVEDEMME76
20730077;UniCredit Bank - HVB Settlement EAC77;21050;Hamburg;HYVEDEMME77
20730078;UniCredit Bank - HVB Settlement EAC78;21050;Hamburg;HYVEDEMME78
20730079;UniCredit Bank - HVB Settlement EAC79;21050;Hamburg;HYVEDEMME79
20730080;UniCredit Bank - HVB Settlement EAC80;21050;Hamburg;HYVEDEMME80
20730081;UniCredit Bank - HVB Settlement EAC81;21050;Hamburg;HYVEDEMME81
20730082;UniCredit Bank - HVB Settlement EAC82;21050;Hamburg;HYVEDEMME82
20730083;UniCredit Bank - HVB Settlement EAC83;21050;Hamburg;HYVEDEMME83
20730084;UniCredit Bank - HVB Settlement EAC84;21050;Hamburg;HYVEDEMME84
20730085;UniCredit Bank - HVB Settlement EAC85;21050;Hamburg;HYVEDEMME85
20730086;UniCredit Bank - HVB Settlement EAC86;21050;Hamburg;HYVEDEMME86
20730087;UniCredit Bank - HVB Settlement EAC87;21050;Hamburg;HYVEDEMME87
20730088;UniCredit Bank - HVB Settlement EAC88;21050;Hamburg;HYVEDEMME88
20730089;UniCredit Bank - HVB Settlement EAC89;21050;Hamburg;HYVEDEMME89
20730090;UniCredit Bank - HVB Settlement EAC90;21050;Hamburg;HYVEDEMME90
20730091;UniCredit Bank - HVB Settlement EAC91;21050;Hamburg;HYVEDEMME91
20730092;UniCredit Bank - HVB Settlement EAC92;21050;Hamburg;HYVEDEMME92
20730093;UniCredit Bank - HVB Settlement EAC93;21050;Hamburg;HYVEDEMME93
20730094;UniCredit Bank - HVB Settlement EAC94;21050;Hamburg;HYVEDEMME94
20730095;UniCredit Bank - HVB Settlement EAC95;21050;Hamburg;HYVEDEMME95
20730096;UniCredit Bank - HVB Settlement EAC96;21050;Hamburg;HYVEDEMME96
20730097;UniCredit Bank - HVB Settlement EAC97;21050;Hamburg;HYVEDEMME97
20730098;UniCredit Bank - HVB Settlement EAC98;21050;Hamburg;HYVEDEMME98
20730099;UniCredit Bank - HVB Settlement EAC99;21050;Hamburg;HYVEDEMME99
20750000;Sparkasse Harburg-Buxtehude;21045;Hamburg;NOLADE21HAM
21000000;Bundesbank eh Kiel;22772;Hamburg;MARKDEF1210
21020600;Sydbank Filiale Kiel;24103;Kiel;SYBKDE22KIE
21040010;Commerzbank;24100;Kiel;COBADEFFXXX
21042076;Commerzbank;24331;Eckernförde;COBADEFFXXX
21050000;Hamburg Commercial Bank, ehemals HSH Nordbank Hamburg;20095;Hamburg;HSHNDEHHXXX
21050170;Förde Sparkasse;24103;Kiel;NOLADE21KIE
21051275;Bordesholmer Sparkasse;24582;Bordesholm;NOLADE21BOR
21051580;Sparkasse Kreis Plön -alt-;24301;Plön;NOLADE21PLN
21052090;Sparkasse Eckernförde -alt-;24340;Eckernförde;NOLADE21ECK
21070020;Deutsche Bank;24011;Kiel;DEUTDEHH210
21070020;Deutsche Bank;24768;Rendsburg;DEUTDEHH214
21070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);24011;Kiel;DEUTDEDB210
21070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);24768;Rendsburg;DEUTDEDB214
21080050;Commerzbank vormals Dresdner Bank;24018;Kiel;DRESDEFF210
21089201;Commerzbank vormals Dresdner Bank ITGK;24018;Kiel;DRESDEFFI07
21090007;Kieler Volksbank;24027;Kiel;GENODEF1KIL
21090099;Kieler Volksbank (Gf GAA);24027;Kiel;GENODEF1KIL
21090619;apoBank;24017;Kiel;DAAEDED1019
21090900;PSD Bank Kiel;24034;Kiel;GENODEF1P11
21092023;Eckernförder Bank Volksbank-Raiffeisenbank;24331;Eckernförde;GENODEF1EFO
21240040;Commerzbank;24503;Neumünster;COBADEFFXXX
21241540;Commerzbank;24571;Bad Bramstedt;COBADEFFXXX
21261089;Raiffeisenbank -alt-;24647;Wasbek;GENODEF1WAS
21261227;Raiffbk Kl-Kummerfeld -alt-;24626;Groß Kummerfeld;GENODEF1BOO
21270020;Deutsche Bank;24504;Neumünster;DEUTDEHH212
21270024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);24504;Neumünster;DEUTDEDB212
21280002;Commerzbank vormals Dresdner Bank;24504;Neumünster;DRESDEFF212
21290016;VR Bank Neumünster;24517;Neumünster;GENODEF1NMS
21340010;Commerzbank;23722;Neustadt in Holstein;COBADEFFXXX
21352240;Sparkasse Holstein;23692;Eutin;NOLADE21HOL
21390008;VR Bank Ostholstein Nord-Plön;23730;Neustadt in Holstein;GENODEF1NSH
21392218;Volksbank Eutin Raiffeisenbank;23693;Eutin;GENODEF1EUT
21440045;Commerzbank;24768;Rendsburg;COBADEFFXXX
21450000;Sparkasse Mittelholstein;24768;Rendsburg;NOLADE21RDB
21451205;Sparkasse Büdelsdorf -alt-;24782;Büdelsdorf;NOLADE21BDF
21452030;Sparkasse Hohenwestedt -alt-;24594;Hohenwestedt;NOLADE21HWS
21463603;Volksbank-Raiffeisenbank im Kreis Rendsburg -alt-;24783;Osterrönfeld;GENODEF1NTO
21464671;Raiffeisenbank;24819;Todenbüttel;GENODEF1TOB
21480003;Commerzbank vormals Dresdner Bank;24752;Rendsburg;DRESDEFF214
21510600;Sydbank Filiale Flensburg;24939;Flensburg;SYBKDE22XXX
21520100;Union-Bank Flensburg;24937;Flensburg;UNBNDE21XXX
21540060;Commerzbank;24903;Flensburg;COBADEFFXXX
21565316;Raiffeisenbank;24983;Handewitt;GENODEF1HDW
21570011;Deutsche Bank;24904;Flensburg;DEUTDEHH215
21570011;Deutsche Bank;25963;Sylt;DEUTDEHH216
21570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);24904;Flensburg;DEUTDEDB215
21570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);25963;Sylt;DEUTDEDB216
21580000;Commerzbank vormals Dresdner Bank;24904;Flensburg;DRESDEFF215
21661719;VR Bank Flensburg-Schleswig -alt-;24837;Schleswig;GENODEF1RSL
21690020;VR Bank Schleswig-Mittelholstein;24783;Osterrönfeld;GENODEF1SLW
21740043;Commerzbank;25801;Husum;COBADEFFXXX
21741674;Commerzbank;25899;Niebüll;COBADEFFXXX
21741825;Commerzbank;25961;Sylt;COBADEFFXXX
21750000;Nord-Ostsee Sparkasse;24837;Schleswig;NOLADE21NOS
21751230;Spar- und Leihkasse zu Bredstedt -alt-;25821;Bredstedt;NOLADE21BRD
21762550;VR Bank Westküste;25813;Husum;GENODEF1HUM
21763542;VR Bank Nord;24937;Flensburg;GENODEF1BDS
21770011;Deutsche Bank;25801;Husum;DEUTDEHH217
21770024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);25801;Husum;DEUTDEDB217
21791805;Sylter Bank;25980;Sylt;GENODEF1SYL
21791906;Föhr-Amrumer Bank;25930;Wyk auf Föhr;GENODEF1WYK
21840078;Commerzbank;25740;Heide;COBADEFFXXX
21841328;Commerzbank;25541;Brunsbüttel;COBADEFFXXX
21852310;Sparkasse Hennstedt-Wesselburen -alt-;25764;Wesselburen;NOLADE21WEB
21860418;Raiffeisenbank Heide -alt-;25746;Heide;GENODEF1RHE
21890022;Dithmarscher Volks- und Raiffeisenbank;25746;Heide;GENODEF1DVR
22140028;Commerzbank;25302;Elmshorn;COBADEFFXXX
22141028;Commerzbank;24559;Kaltenkirchen;COBADEFFXXX
22141428;Commerzbank;25402;Pinneberg;COBADEFFXXX
22141628;Commerzbank;25429;Uetersen;COBADEFFXXX
22150000;Sparkasse Elmshorn;25335;Elmshorn;NOLADE21ELH
22151730;Stadtsparkasse Wedel;22880;Wedel;NOLADE21WED
22163114;Raiffeisenbank Elbmarsch;25492;Heist;GENODEF1HTE
22180000;Commerzbank vormals Dresdner Bank;25302;Elmshorn;DRESDEFF221
22181400;Commerzbank vormals Dresdner Bank;25403;Pinneberg;DRESDEFF206
22190030;Volksbank Elmshorn -alt-;25311;Elmshorn;GENODEF1ELM
22191405;VR Bank in Holstein;25421;Pinneberg;GENODEF1PIN
22240073;Commerzbank;25502;Itzehoe;COBADEFFXXX
22250020;Sparkasse Westholstein;25509;Itzehoe;NOLADE21WHO
